monotonic_ns,port_rcv_data_words,port_xmit_data_words
7492510212407569,49253106705,73325148441
7492510262461230,49253106705,73325148441
7492510313431266,49253106705,73325148441
7492510363760074,49253106705,73325148441
7492510413061166,49253106705,73325148441
7492510462464813,49253106705,73325148441
7492510512467302,49253106705,73325148441
7492510572590500,49253106705,73325148441
7492510612476317,49253106705,73325148441
7492510662469769,49253106705,73325148441
7492510712455017,49253106705,73325148441
7492510762415300,49253106705,73325148441
7492510812487665,49253106705,73325148441
7492510864051153,49253106705,73325148441
7492510913993773,49253137762,73339786251
7492510962455520,49253156081,73348502405
7492511013549299,49253176157,73357750898
7492511062458684,49253220934,73379042196
7492511112460591,49253230637,73383832768
7492511162470754,49253231608,73384098894
7492511212450882,49253249597,73392615438
7492511262449534,49253279439,73406854051
7492511312454938,49253319682,73425883219
7492511362456445,49253344286,73437460365
7492511425478148,49253350036,73440121785
7492511462469067,49253366233,73447706832
7492511512517458,49253382566,73455824179
7492511562461481,49253405034,73466070630
7492511612715114,49253417426,73471925770
7492511662464405,49253435524,73480442298
7492511712474017,49253463096,73494148611
7492511762460527,49253485281,73504128967
7492511812462034,49253521207,73521028953
7492511862474871,49253543566,73531807704
7492511912473193,49253563491,73540989603
7492511962484437,49253574518,73546179372
7492512012457453,49253597767,73557224265
7492512064049132,49253623286,73569333726
7492512112401039,49253656059,73584903033
7492512205245586,49253672609,73592621213
7492512231758501,49253674058,73593552664
7492512262465270,49253706455,73608722742
7492512312472468,49253759961,73634272405
7492512362460992,49253803705,73654632237
7492512413052054,49253843651,73673403607
7492512462457705,49253887320,73694154324
7492512512456136,49253938768,73719437830
7492512562449439,49253975221,73736071689
7492512612462998,49254033224,73763484315
7492512662471047,49254052699,73772932387
7492512712454622,49254100292,73795155213
7492512762458954,49254109356,73799413485
7492512820059656,49254111378,73800478053
7492512879088718,49254122859,73806333224
7492512912466121,49254139093,73813519011
7492512962471655,49254166314,73826426914
7492513012462002,49254186943,73836274152
7492513062454724,49254200619,73842927718
7492513113779120,49254214363,73849182039
7492513165357295,49254238843,73860626145
7492513212462992,49254260498,73870872612
7492513264070500,49254312100,73895490747
7492513312414434,49254354985,73915717539
7492513362451064,49254409903,73941811952
7492513412461708,49254443106,73957368762
7492513463813053,49254468235,73969611294
7492513512453552,49254491108,73980257005
7492513562494731,49254523270,73995293997
7492513613209687,49254544593,74006738165
7492513662462703,49254563420,74014456237
7492513712454572,49254575378,74019912163
7492513777809870,49254577214,74021242842
7492513812472253,49254607201,74035348368
7492513881659792,49254629520,74045594835
7492513912502767,49254643980,74052514527
7492513962621837,49254676666,74068349976
7492514012465649,49254716993,74088177586
7492514205278055,49254729996,74093500395
7492514207664545,49254730907,74093500426
7492514257763698,49254755214,74105077588
7492514307740901,49254785446,74119715398
7492514357764688,49254825761,74138877606
7492514407769050,49254853816,74151785509
7492514457778502,49254884734,74166290232
7492514507775210,49254911934,74179464261
7492514557765016,49254942781,74193872308
7492514608058540,49254975007,74208872968
7492514658200361,49255009997,74225772969
7492514707794542,49255037702,74238547801
7492514757792383,49255061063,74249459654
7492514807763485,49255096015,74265960411
7492514857784226,49255136962,74285388777
7492514909045659,49255178886,74305482498
7492514957780518,49255215361,74322705810
7492515007778669,49255242967,74336621232
7492515057761803,49255287713,74356981033
7492515124256138,49255348613,74385458274
7492515158823820,49255380780,74400628352
7492515219773801,49255397756,74409011794
7492515257772029,49255434507,74426044898
7492515307843352,49255494454,74454522107
7492515358391747,49255569129,74490185104
7492515407800573,49255609173,74508815044
7492515460056582,49255636550,74521589860
7492515507856984,49255668780,74537026127
7492515557770101,49255731140,74566567874
7492515609055246,49255772347,74585996271
7492515657787771,49255800815,74599436395
7492515707774352,49255826886,74611945069
7492515757766842,49255841731,74618864761
7492515807769802,49255873415,74634167926
7492515857779303,49255905865,74649604162
7492515907765513,49255924270,74658120706
7492515957772760,49255947355,74668766386
7492516007769268,49255949333,74669697883
7492516057784089,49255950453,74670230167
7492516107791316,49255955483,74672891587
7492516157780902,49255972092,74680476634
7492516207768314,49255998318,74692852237
7492516297562830,49256019797,74704562547
7492516369282662,49256025202,74705627115
7492516422289728,49256025934,74705893226
7492516472384443,49256051952,74718135727
7492516522397822,49256053915,74719067224
7492516574137077,49256076212,74730112179
7492516628257373,49256081502,74732108244
7492516672374242,49256094000,74737977880
7492516722389964,49256110860,74746080637
7492516772388346,49256132869,74756327104
7492516822411612,49256154201,74766573571
7492516872405696,49256189138,74782941304
7492516922388629,49256210393,74793054700
7492516972391729,49256239361,74806627989
7492517022876309,49256283458,74827520105
7492517072383032,49256328762,74850674474
7492517122391972,49256356855,74862650864
7492517172398549,49256402438,74883942209
7492517222836163,49256444675,74903769803
7492517272383109,49256481913,74921468215
7492517322391799,49256505885,74932646179
7492517373780592,49256505885,74932646179
7492517422394272,49256505885,74932646179
7492517473252597,49256505885,74932646179
7492517522429605,49256505885,74932646179
7492517572389076,49256505885,74932646179
7492517622398507,49256505885,74932646179
7492517672384606,49256505885,74932646179
7492517722387786,49256505885,74932646179
7492517772418476,49256505885,74932646179
7492517822392273,49256505885,74932646179
7492517872398458,49256505885,74932646179
7492517922823440,49256505885,74932646179
7492518013174111,49256505885,74932646179
7492518130724172,49256505885,74932646179
7492518180842881,49256505885,74932646179
7492518230830182,49256505885,74932646179
7492518280823625,49256505885,74932646179
7492518330827677,49256505885,74932646179
7492518380824856,49256505885,74932646179
7492518430828347,49256505885,74932646179
7492518480822611,49256505885,74932646179
7492518531876599,49256505885,74932646179
7492518580841785,49256505885,74932646179
7492518630834376,49256505885,74932646179
7492518680829061,49256505885,74932646179
7492518730832973,49256505885,74932646179
7492518781051812,49256505885,74932646179
7492518830821270,49256505885,74932646179
7492518881058463,49256505885,74932646179
7492518930843840,49256505885,74932646179
7492518980836291,49256505885,74932646179
7492519031528867,49256505885,74932646179
7492519094380883,49256505885,74932646179
7492519130833520,49256505885,74932646179
7492519180828806,49256505885,74932646179
7492519230781935,49256505885,74932646179
7492519284042839,49256505885,74932646179
7492519330825753,49256505885,74932646179
7492519380832049,49256505885,74932646179
7492519435574679,49256505885,74932646179
7492519486796109,49256505885,74932646179
7492519594987372,49256505885,74932646179
7492519595862583,49256505885,74932646179
7492519645964511,49256505885,74932646179
7492519695971418,49256505885,74932646179
7492519745959090,49256505885,74932646179
7492519795964774,49256505885,74932646179
7492519845962665,49256505885,74932646179
7492519895983687,49256505885,74932646179
7492519946037689,49256505885,74932646179
7492519995984757,49256505885,74932646179
7492520045971297,49256505885,74932646179
7492520095963497,49256505947,74932646237
7492520145972268,49256505947,74932646237
7492520195972322,49256505947,74932646237
7492520245964121,49256505947,74932646237
7492520296052896,49256505947,74932646237
7492520345967877,49256505947,74932646237
7492520395964054,49256505947,74932646237
