monotonic_ns,port_rcv_data_words,port_xmit_data_words
7322542997143692,44405392391,62064274207
7322543047192805,44405392391,62064274207
7322543097189634,44405392391,62064274207
7322543147156268,44405392391,62064274207
7322543197197657,44405392391,62064274207
7322543247189557,44405392391,62064274207
7322543297187307,44405392391,62064274207
7322543347192961,44405392391,62064274207
7322543397212481,44405392391,62064274207
7322543447188261,44405394063,62065205766
7322543497194627,44405425142,62080109656
7322543547202836,44405459794,62096344334
7322543597194075,44405492014,62111538337
7322543648050536,44405541021,62134535757
7322543697201206,44405584201,62155161700
7322543747188678,44405626593,62175122350
7322543797189443,44405686646,62203998773
7322543847190390,44405723747,62221164916
7322543897192959,44405739789,62228749963
7322543947195778,44405786827,62250972867
7322543997197635,44405840687,62276921665
7322544047192360,44405876576,62293422469
7322544097689482,44405906895,62307794137
7322544147191016,44405935084,62321101253
7322544197199035,44405971721,62338400483
7322544247244151,44406025813,62364216241
7322544297204413,44406059572,62379918619
7322544347193648,44406074448,62386971382
7322544397188313,44406079233,62389233589
7322544447196151,44406103815,62400943837
7322544497212996,44406146942,62421170691
7322544547205316,44406188395,62441264350
7322544597187779,44406250898,62470406961
7322544647190498,44406294000,62491165975
7322544697220397,44406330441,62508199079
7322544747194133,44406360742,62522437691
7322544797202893,44406373782,62528825068
7322544847227352,44406387709,62535212476
7322544897200558,44406420453,62550648712
7322544947191155,44406442837,62561560534
7322544997196499,44406465757,62572073143
7322545047203777,44406486426,62581923563
7322545097190186,44406517502,62596558223
7322545147199808,44406557103,62615188147
7322545197200313,44406578101,62625434614
7322545248076850,44406614616,62642600789
7322545297193750,44406650682,62659234710
7322545347186291,44406673233,62670013399
7322545397188529,44406695133,62680392953
7322545447200625,44406721604,62693034698
7322545497200489,44406750814,62707140208
7322545547188141,44406786923,62723774083
7322545597189478,44406813884,62736548899
7322545647234273,44406834233,62746263082
7322545697211626,44406853559,62755444981
7322545747202574,44406897970,62776603270
7322545797260613,44406929335,62791241080
