monotonic_ns,port_rcv_data_words,port_xmit_data_words
7322466635536350,42791501935,58847302607
7322466685613243,42791501935,58847302607
7322466735577513,42791501935,58847302607
7322466786288592,42791501935,58847302607
7322466835597628,42791501935,58847302607
7322466885592503,42791501935,58847302607
7322466935582820,42791501935,58847302607
7322466985583275,42791501935,58847302607
7322467035583119,42791501935,58847302607
7322467085582021,42791501935,58847302607
7322467135602943,42791501935,58847302607
7322467185544432,42791501997,58847302665
7322467235586181,42791501997,58847302665
7322467285601734,42791501997,58847302665
7322467335584046,42791501997,58847302665
7322467385588108,42791501997,58847302665
7322467436609737,42791501997,58847302665
7322467485584069,42791501997,58847302665
7322467535593821,42791501997,58847302665
7322467585582715,42791501997,58847302665
7322467635583631,42791501997,58847302665
7322467685588354,42791501997,58847302665
7322467735584010,42791501997,58847302665
7322467785582542,42791501997,58847302665
7322467835589058,42791501997,58847302665
7322467885824888,42803342348,58847317161
7322467935593054,42813586312,58847330022
7322467985593599,42828486837,58847348180
7322468035614501,42845425060,58847369185
7322468086116472,42857089654,58847383271
7322468135599573,42864406744,58847392263
7322468185585031,42874916746,58847405288
7322468235587409,42876646240,58847407305
7322468285590159,42876646240,58847407305
7322468335581738,42876646240,58847407305
7322468385593694,42876646240,58847407305
7322468435596543,42876646240,58847407305
7322468485602608,42876646240,58847407305
7322468535588086,42876646240,58847407305
7322468585583302,42876646240,58847407305
7322468635585660,42876646240,58847407305
7322468685604669,42876646240,58847407305
7322468735570422,42876646240,58847407305
7322468785571027,42876646240,58847407305
7322468835594924,42876646240,58847407305
7322468885657952,42876646240,58847407305
7322468935552146,42892211639,58847426435
7322468985587333,42909506533,58847447690
7322469035593609,42917754989,58847458043
7322469085567767,42929329117,58847472159
7322469135609877,42945958805,58847492464
7322469185540236,42961790312,58847511945
7322469235595740,42961790312,58847511945
7322469285584284,42961790312,58847511945
7322469335584248,42961790312,58847511945
7322469385585284,42961790312,58847511945
7322469435582233,42961790312,58847511945
7322469485763575,42961790312,58847511945
7322469535584245,42961790312,58847511945
7322469585582857,42961790312,58847511945
7322469636270663,42961790312,58847511945
7322469685588255,42961790312,58847511945
7322469735593639,42961790312,58847511945
7322469785582503,42961790312,58847511945
7322469835582237,42961790312,58847511945
7322469885757768,42961790312,58847511945
7322469935586834,42961790312,58847511945
7322469985585846,42961790312,58847511945
7322470035582374,42961790312,58847511945
7322470085586446,42961790312,58847511945
7322470135598823,42963968809,58847514558
7322470185582938,42969506516,58847521428
7322470235583974,42975360188,58847528622
7322470285591592,42981612974,58847536307
7322470335583202,42988797026,58847545438
7322470385596690,43003032061,58847562630
