monotonic_ns,port_rcv_data_words,port_xmit_data_words
7476821691938431,100162936028,3530616409
7476821741990070,100162936028,3530616409
7476821791990143,100162936028,3530616409
7476821841979857,100162936028,3530616409
7476821891987464,100162936028,3530616409
7476821942009328,100162936028,3530616409
7476821991993931,100162936028,3530616409
7476822041987732,100162936028,3530616409
7476822091983968,100162936028,3530616409
7476822141975325,100162936028,3530616409
7476822191986288,100162936028,3530616409
7476822242013562,100162936028,3530616409
7476822291962859,100162936028,3530616409
7476822341981567,100162936028,3530616409
7476822391981069,100162936028,3530616409
7476822441975141,100162936028,3530616409
7476822491983409,100162936028,3530616409
7476822541981358,100162936028,3530616409
7476822591994505,100162936028,3530616409
7476822641977927,100162936028,3530616409
7476822691981105,100162936028,3530616409
7476822741995705,100162936028,3530616409
7476822791983335,100162936028,3530616409
7476822841988387,100162936028,3530616409
7476822891988650,100162936028,3530616409
7476822941986379,100162936028,3530616409
7476822991987584,100162936028,3530616409
7476823041979361,100162936028,3530616409
7476823091975056,100162936028,3530616409
7476823141997721,100162936298,3530616427
7476823191988747,100162936372,3530616501
7476823241987166,100162936372,3530616501
7476823291998751,100162936372,3530616501
7476823341992462,100162936372,3530616501
7476823391988437,100162936372,3530616501
7476823443031659,100162936372,3530616501
7476823491988352,100162936372,3530616501
7476823541991250,100162936372,3530616501
7476823593031207,100162936372,3530616501
7476823641992488,100162936372,3530616501
7476823692047544,100162936372,3530616501
7476823741997773,100162936372,3530616501
7476823791988308,100162936372,3530616501
7476823841998840,100162936372,3530616501
7476823891991028,100162936372,3530616501
7476823942015076,100162936372,3530616501
7476823991988950,100162936372,3530616501
7476824041986167,100162936372,3530616501
7476824091990288,100162936372,3530616501
7476824141980101,100162936372,3530616501
7476824191991545,100162936372,3530616501
7476824241987741,100162936372,3530616501
7476824292017219,100162936372,3530616501
7476824341992054,100162936372,3530616501
7476824391997177,100162936372,3530616501
7476824442015654,100162936372,3530616501
7476824491998975,100162936372,3530616501
7476824541986785,100162936372,3530616501
7476824591995574,100162936372,3530616501
7476824641977633,100162936372,3530616501
7476824691975942,100162936372,3530616501
7476824742011522,100162936372,3530616501
7476824792000033,100162936372,3530616501
